# Title: February 1982 - January 1983 Contiguous U.S. County Palmer Z-Index
# Missing: -99
# Note: Period of Record: 130 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
NV-009,Esmeralda County,Nevada,0.84,0.82,112,0.02
NV-011,Eureka County,Nevada,1.31,1.26,119,0.04
NV-013,Humboldt County,Nevada,1.25,1.21,122,0.04
NV-015,Lander County,Nevada,0.69,0.72,106,-0.03
NV-017,Lincoln County,Nevada,1.06,1.03,116,0.04
NV-019,Lyon County,Nevada,1.86,1.88,126,-0.03
NV-021,Mineral County,Nevada,1.47,1.52,123,-0.05
NV-023,Nye County,Nevada,1.04,0.99,118,0.05
NV-027,Pershing County,Nevada,0.79,0.81,114,-0.03
NV-029,Storey County,Nevada,2.23,2.25,129,-0.02
NV-031,Washoe County,Nevada,1.69,1.6,122,0.1
NV-033,White Pine County,Nevada,2,1.88,126,0.12
NV-510,Carson City,Nevada,2.09,2.13,130,-0.03
NH-001,Belknap County,New Hampshire,-0.51,-0.49,26,-0.02
NH-003,Carroll County,New Hampshire,-0.38,-0.34,35,-0.04
NH-005,Cheshire County,New Hampshire,-0.15,-0.11,53,-0.05
NH-007,Coos County,New Hampshire,-0.3,-0.23,40,-0.07
NH-009,Grafton County,New Hampshire,-0.6,-0.52,21,-0.08
NH-011,Hillsborough County,New Hampshire,0.05,0.08,71,-0.04
NH-013,Merrimack County,New Hampshire,-0.35,-0.32,36,-0.02
NH-015,Rockingham County,New Hampshire,-0.06,0.01,64,-0.08
NH-017,Strafford County,New Hampshire,-0.24,-0.17,53,-0.06
NH-019,Sullivan County,New Hampshire,-0.71,-0.68,15,-0.03
NJ-001,Atlantic County,New Jersey,-0.89,-0.9,14,0.01
NJ-003,Bergen County,New Jersey,-0.48,-0.45,34,-0.03
NJ-005,Burlington County,New Jersey,-0.65,-0.69,20,0.05
NJ-007,Camden County,New Jersey,-0.52,-0.52,27,0.01
NJ-009,Cape May County,New Jersey,-0.6,-0.59,23,-0.01
NJ-011,Cumberland County,New Jersey,-0.54,-0.52,30,-0.02
NJ-013,Essex County,New Jersey,-0.46,-0.46,33,0
NJ-015,Gloucester County,New Jersey,-0.46,-0.44,33,-0.02
NJ-017,Hudson County,New Jersey,-0.54,-0.55,29,0.01
NJ-019,Hunterdon County,New Jersey,-0.36,-0.37,32,0.02
NJ-021,Mercer County,New Jersey,-0.44,-0.49,31,0.05
NJ-023,Middlesex County,New Jersey,-0.49,-0.54,31,0.05
NJ-025,Monmouth County,New Jersey,-0.49,-0.53,29,0.04
NJ-027,Morris County,New Jersey,-0.4,-0.4,36,0
NJ-029,Ocean County,New Jersey,-0.57,-0.63,19,0.06
NJ-031,Passaic County,New Jersey,-0.37,-0.34,42,-0.03
NJ-033,Salem County,New Jersey,-0.33,-0.34,40,0
NJ-035,Somerset County,New Jersey,-0.44,-0.48,28,0.03
NJ-037,Sussex County,New Jersey,-0.31,-0.28,46,-0.03
NJ-039,Union County,New Jersey,-0.52,-0.55,28,0.03
NJ-041,Warren County,New Jersey,-0.34,-0.34,36,0
NM-001,Bernalillo County,New Mexico,-0.05,-0.14,70,0.09
NM-003,Catron County,New Mexico,0.71,0.64,101,0.07
NM-005,Chaves County,New Mexico,-0.19,-0.3,60,0.11
NM-006,Cibola County,New Mexico,0.79,0.64,102,0.16
NM-007,Colfax County,New Mexico,0.25,0.12,77,0.14
NM-009,Curry County,New Mexico,0.01,-0.1,71,0.1
NM-011,De Baca County,New Mexico,-0.1,-0.25,67,0.15
NM-013,Dona Ana County,New Mexico,-0.14,-0.14,67,0
NM-015,Eddy County,New Mexico,0.01,-0.05,74,0.06
NM-017,Grant County,New Mexico,0.01,-0.01,85,0.02
NM-019,Guadalupe County,New Mexico,-0.01,-0.12,69,0.11
NM-021,Harding County,New Mexico,0.61,0.54,103,0.07
NM-023,Hidalgo County,New Mexico,-0.12,-0.11,73,-0
NM-025,Lea County,New Mexico,0.04,-0.03,74,0.07
NM-027,Lincoln County,New Mexico,-0.4,-0.48,50,0.08
NM-028,Los Alamos County,New Mexico,0.44,0.33,96,0.11
NM-029,Luna County,New Mexico,-0.24,-0.24,66,0
NM-031,McKinley County,New Mexico,0.38,0.29,93,0.09
NM-033,Mora County,New Mexico,0.67,0.49,94,0.17
NM-035,Otero County,New Mexico,-0.28,-0.31,51,0.03
NM-037,Quay County,New Mexico,0.32,0.21,91,0.11
NM-039,Rio Arriba County,New Mexico,0.79,0.68,104,0.11
NM-041,Roosevelt County,New Mexico,0.02,-0.09,71,0.1
NM-043,Sandoval County,New Mexico,0.13,0.08,80,0.05
NM-045,San Juan County,New Mexico,0.75,0.78,112,-0.04
NM-047,San Miguel County,New Mexico,0.3,0.17,82,0.13
NM-049,Santa Fe County,New Mexico,0.19,0.05,81,0.14
NM-051,Sierra County,New Mexico,0.09,0.04,77,0.06
NM-053,Socorro County,New Mexico,0.28,0.16,90,0.12
NM-055,Taos County,New Mexico,0.82,0.61,100,0.21
NM-057,Torrance County,New Mexico,-0.4,-0.51,47,0.11
NM-059,Union County,New Mexico,0.49,0.38,90,0.12
NM-061,Valencia County,New Mexico,0.16,-0.01,81,0.16
NY-001,Albany County,New York,-0.38,-0.34,34,-0.04
NY-003,Allegany County,New York,-0.3,-0.38,36,0.08
NY-005,Bronx County,New York,-0.54,-0.53,32,-0.01
NY-007,Broome County,New York,-0.61,-0.58,26,-0.03
NY-009,Cattaraugus County,New York,-0.25,-0.28,45,0.03
NY-011,Cayuga County,New York,-0.51,-0.54,29,0.03
NY-013,Chautauqua County,New York,0.15,0.16,73,-0.01
NY-015,Chemung County,New York,-0.44,-0.42,40,-0.02
NY-017,Chenango County,New York,-0.65,-0.64,23,-0.01
NY-019,Clinton County,New York,-0.5,-0.54,26,0.04
NY-021,Columbia County,New York,-0.39,-0.37,33,-0.02
NY-023,Cortland County,New York,-0.71,-0.68,23,-0.03
NY-025,Delaware County,New York,-0.67,-0.68,18,0.01
NY-027,Dutchess County,New York,-0.2,-0.25,44,0.05
NY-029,Erie County,New York,-0.11,-0.06,53,-0.05
NY-031,Essex County,New York,-0.31,-0.26,38,-0.04
NY-033,Franklin County,New York,-0.21,-0.24,41,0.04
NY-035,Fulton County,New York,-0.49,-0.49,23,-0.01
NY-037,Genesee County,New York,-0.08,-0.11,54,0.03
NY-039,Greene County,New York,-0.61,-0.6,22,-0
NY-041,Hamilton County,New York,-0.18,-0.16,51,-0.02
NY-043,Herkimer County,New York,-0.28,-0.28,41,-0
NY-045,Jefferson County,New York,0.16,0.09,71,0.07
NY-047,Kings County,New York,-0.71,-0.72,21,0.01
NY-049,Lewis County,New York,-0.12,-0.14,54,0.01
NY-051,Livingston County,New York,-0.06,-0.05,59,-0.01
NY-053,Madison County,New York,-0.68,-0.71,23,0.03
NY-055,Monroe County,New York,-0.45,-0.53,29,0.07
NY-057,Montgomery County,New York,-0.69,-0.72,15,0.02
NY-059,Nassau County,New York,-0.56,-0.57,27,0
NY-061,New York County,New York,-0.52,-0.52,33,-0.01
NY-063,Niagara County,New York,-0.1,-0.09,55,-0.01
NY-065,Oneida County,New York,-0.42,-0.41,34,-0.01
NY-067,Onondaga County,New York,-0.54,-0.6,26,0.06
NY-069,Ontario County,New York,-0.34,-0.3,39,-0.04
NY-071,Orange County,New York,-0.29,-0.25,44,-0.03
NY-073,Orleans County,New York,-0.38,-0.48,33,0.11
NY-075,Oswego County,New York,-0.5,-0.56,23,0.06
NY-077,Otsego County,New York,-0.8,-0.86,9,0.05
NY-079,Putnam County,New York,-0.22,-0.24,49,0.02
NY-081,Queens County,New York,-0.66,-0.65,22,-0.01
NY-083,Rensselaer County,New York,-0.51,-0.4,32,-0.1
NY-085,Richmond County,New York,-0.57,-0.6,28,0.03
NY-087,Rockland County,New York,-0.37,-0.34,41,-0.03
NY-089,St. Lawrence County,New York,0.12,0.1,73,0.02
NY-091,Saratoga County,New York,-0.46,-0.41,25,-0.05
NY-093,Schenectady County,New York,-0.53,-0.51,22,-0.02
NY-095,Schoharie County,New York,-0.77,-0.82,15,0.05
NY-097,Schuyler County,New York,-0.51,-0.51,32,-0
NY-099,Seneca County,New York,-0.51,-0.49,31,-0.02
NY-101,Steuben County,New York,-0.51,-0.52,31,0.01
NY-103,Suffolk County,New York,-0.18,-0.26,49,0.08
NY-105,Sullivan County,New York,-0.54,-0.5,24,-0.04
NY-107,Tioga County,New York,-0.47,-0.48,32,0
NY-109,Tompkins County,New York,-0.57,-0.55,27,-0.02
NY-111,Ulster County,New York,-0.37,-0.37,33,0
NY-113,Warren County,New York,-0.58,-0.54,19,-0.04
NY-115,Washington County,New York,-0.64,-0.52,24,-0.12
NY-117,Wayne County,New York,-0.93,-0.88,18,-0.05
NY-119,Westchester County,New York,-0.4,-0.39,38,-0.01
NY-121,Wyoming County,New York,-0.26,-0.27,41,0.02
NY-123,Yates County,New York,-0.31,-0.28,46,-0.02
NC-001,Alamance County,North Carolina,0.51,0.5,105,0.01
NC-003,Alexander County,North Carolina,-0.01,-0.07,62,0.06
NC-005,Alleghany County,North Carolina,0.23,0.15,78,0.08
NC-007,Anson County,North Carolina,0.53,0.49,105,0.04
NC-009,Ashe County,North Carolina,0.32,0.3,92,0.03
NC-011,Avery County,North Carolina,0.08,0.02,64,0.06
NC-013,Beaufort County,North Carolina,0.1,0.07,69,0.03
NC-015,Bertie County,North Carolina,-0.12,-0.15,58,0.03
NC-017,Bladen County,North Carolina,0.14,0.05,63,0.09
NC-019,Brunswick County,North Carolina,0.37,0.32,87,0.05
NC-021,Buncombe County,North Carolina,0.14,0.1,75,0.04
NC-023,Burke County,North Carolina,0.2,0.15,77,0.05
NC-025,Cabarrus County,North Carolina,0.31,0.17,86,0.14
NC-027,Caldwell County,North Carolina,0.25,0.19,84,0.06
NC-029,Camden County,North Carolina,0.8,0.79,115,0
NC-031,Carteret County,North Carolina,0.32,0.25,87,0.07
NC-033,Caswell County,North Carolina,0.32,0.31,87,0
NC-035,Catawba County,North Carolina,-0.15,-0.24,55,0.08
NC-037,Chatham County,North Carolina,0.47,0.5,99,-0.03
NC-039,Cherokee County,North Carolina,0.27,0.24,82,0.03
NC-041,Chowan County,North Carolina,0.29,0.29,82,0.01
NC-043,Clay County,North Carolina,0.12,0.08,73,0.04
NC-045,Cleveland County,North Carolina,-0.22,-0.3,47,0.08
NC-047,Columbus County,North Carolina,-0.15,-0.2,51,0.05
NC-049,Craven County,North Carolina,0.05,0.01,61,0.04
NC-051,Cumberland County,North Carolina,-0.13,-0.18,57,0.05
NC-053,Currituck County,North Carolina,0.86,0.87,119,-0.01
NC-055,Dare County,North Carolina,0.63,0.59,111,0.05
NC-057,Davidson County,North Carolina,0.3,0.26,91,0.04
NC-059,Davie County,North Carolina,0.15,0.09,78,0.06
NC-061,Duplin County,North Carolina,0.17,0.13,71,0.04
NC-063,Durham County,North Carolina,0.59,0.58,102,0
NC-065,Edgecombe County,North Carolina,0.32,0.32,89,0
NC-067,Forsyth County,North Carolina,0.27,0.21,80,0.06
NC-069,Franklin County,North Carolina,0.28,0.28,89,0
NC-071,Gaston County,North Carolina,0,-0.05,70,0.05
NC-073,Gates County,North Carolina,0.6,0.59,103,0.01
NC-075,Graham County,North Carolina,0.05,-0,69,0.05
NC-077,Granville County,North Carolina,0.49,0.48,97,0.01
NC-079,Greene County,North Carolina,0.35,0.32,88,0.03
NC-081,Guilford County,North Carolina,0.33,0.29,84,0.04
NC-083,Halifax County,North Carolina,0.05,0.03,63,0.03
NC-085,Harnett County,North Carolina,-0.04,-0.03,68,-0.01
NC-087,Haywood County,North Carolina,-0.06,-0.08,61,0.02
NC-089,Henderson County,North Carolina,0.2,0.17,82,0.03
NC-091,Hertford County,North Carolina,-0.14,-0.12,56,-0.02
NC-093,Hoke County,North Carolina,0.05,0.04,71,0.01
NC-095,Hyde County,North Carolina,-0.07,-0.07,57,0.01
NC-097,Iredell County,North Carolina,0.01,-0.08,71,0.09
NC-099,Jackson County,North Carolina,0,-0,66,0
NC-101,Johnston County,North Carolina,0.36,0.34,89,0.02
NC-103,Jones County,North Carolina,0,-0.03,56,0.03
NC-105,Lee County,North Carolina,0.14,0.19,82,-0.05
NC-107,Lenoir County,North Carolina,0.11,0.09,62,0.02
NC-109,Lincoln County,North Carolina,-0.15,-0.24,52,0.09
NC-111,McDowell County,North Carolina,0.12,0.04,70,0.07
NC-113,Macon County,North Carolina,-0.05,-0.09,61,0.04
NC-115,Madison County,North Carolina,0.21,0.17,77,0.04
NC-117,Martin County,North Carolina,0.19,0.13,69,0.06
NC-119,Mecklenburg County,North Carolina,0.26,0.17,86,0.1
NC-121,Mitchell County,North Carolina,0.2,0.15,77,0.05
NC-123,Montgomery County,North Carolina,0.34,0.3,95,0.04
NC-125,Moore County,North Carolina,0.3,0.33,97,-0.03
NC-127,Nash County,North Carolina,0.11,0.12,71,-0.01
NC-129,New Hanover County,North Carolina,0.47,0.38,87,0.08
NC-131,Northampton County,North Carolina,-0.19,-0.17,55,-0.01
NC-133,Onslow County,North Carolina,0.07,0.01,60,0.05
NC-135,Orange County,North Carolina,0.66,0.64,108,0.02
NC-137,Pamlico County,North Carolina,0.11,0.07,72,0.05
NC-139,Pasquotank County,North Carolina,0.68,0.69,109,-0
NC-141,Pender County,North Carolina,0.22,0.15,73,0.07
NC-143,Perquimans County,North Carolina,0.5,0.5,102,-0
NC-145,Person County,North Carolina,0.47,0.45,96,0.02
NC-147,Pitt County,North Carolina,0.51,0.47,94,0.04
NC-149,Polk County,North Carolina,0.2,0.14,81,0.05
NC-151,Randolph County,North Carolina,0.4,0.37,98,0.03
NC-153,Richmond County,North Carolina,0.22,0.22,91,-0
NC-155,Robeson County,North Carolina,0.22,0.15,79,0.07
NC-157,Rockingham County,North Carolina,0.05,0,61,0.04
NC-159,Rowan County,North Carolina,-0.02,-0.09,72,0.07
NC-161,Rutherford County,North Carolina,0.1,0.03,74,0.07
NC-163,Sampson County,North Carolina,-0.07,-0.12,60,0.05
NC-165,Scotland County,North Carolina,0.16,0.2,86,-0.05
NC-167,Stanly County,North Carolina,0.46,0.37,100,0.09
NC-169,Stokes County,North Carolina,0.19,0.13,74,0.06
NC-171,Surry County,North Carolina,0.37,0.32,87,0.05
NC-173,Swain County,North Carolina,-0.02,-0.09,59,0.07
NC-175,Transylvania County,North Carolina,0.24,0.25,86,-0.02
NC-177,Tyrrell County,North Carolina,0.21,0.2,81,0.01
NC-179,Union County,North Carolina,0.69,0.62,112,0.08
NC-181,Vance County,North Carolina,0.35,0.34,91,0.01
NC-183,Wake County,North Carolina,0.18,0.2,82,-0.03
NC-185,Warren County,North Carolina,0.43,0.38,94,0.06
NC-187,Washington County,North Carolina,-0.01,-0.03,61,0.02
NC-189,Watauga County,North Carolina,0.07,0.01,59,0.06
NC-191,Wayne County,North Carolina,0.28,0.26,84,0.02
NC-193,Wilkes County,North Carolina,0.29,0.24,87,0.05
NC-195,Wilson County,North Carolina,0.43,0.41,91,0.02
NC-197,Yadkin County,North Carolina,0.3,0.23,84,0.07
NC-199,Yancey County,North Carolina,0.12,0.07,69,0.04
ND-001,Adams County,North Dakota,2.56,2.44,129,0.12
ND-003,Barnes County,North Dakota,0.36,0.06,64,0.3
ND-005,Benson County,North Dakota,1.84,1.63,126,0.21
ND-007,Billings County,North Dakota,1.69,1.66,125,0.03
ND-009,Bottineau County,North Dakota,0.83,0.83,108,0.01
ND-011,Bowman County,North Dakota,3.04,2.92,129,0.11
ND-013,Burke County,North Dakota,0.46,0.26,80,0.2
ND-015,Burleigh County,North Dakota,1.29,1.17,111,0.12
ND-017,Cass County,North Dakota,0.29,0.01,55,0.28
ND-019,Cavalier County,North Dakota,0.58,0.4,84,0.17
ND-021,Dickey County,North Dakota,-0.05,-0.41,40,0.36
ND-023,Divide County,North Dakota,0.38,0.16,79,0.22
ND-025,Dunn County,North Dakota,2.11,2.02,129,0.09
ND-027,Eddy County,North Dakota,1.07,0.78,98,0.29
ND-029,Emmons County,North Dakota,0.53,0.43,85,0.11
ND-031,Foster County,North Dakota,0.82,0.52,89,0.3
ND-033,Golden Valley County,North Dakota,1.95,1.77,124,0.18
ND-035,Grand Forks County,North Dakota,1.54,1.33,121,0.21
ND-037,Grant County,North Dakota,2.02,1.85,125,0.17
ND-039,Griggs County,North Dakota,1.15,0.93,112,0.22
ND-041,Hettinger County,North Dakota,2.45,2.34,130,0.11
ND-043,Kidder County,North Dakota,0.94,0.76,100,0.18
ND-045,LaMoure County,North Dakota,0.33,-0,60,0.34
ND-047,Logan County,North Dakota,0.76,0.49,87,0.27
ND-049,McHenry County,North Dakota,1.02,0.96,108,0.07
ND-051,McIntosh County,North Dakota,0.12,-0.2,52,0.32
ND-053,McKenzie County,North Dakota,1.42,1.25,115,0.16
ND-055,McLean County,North Dakota,1.36,1.29,116,0.08
ND-057,Mercer County,North Dakota,1.97,1.86,123,0.11
ND-059,Morton County,North Dakota,1.84,1.69,122,0.15
ND-061,Mountrail County,North Dakota,1.38,1.2,117,0.18
ND-063,Nelson County,North Dakota,2.03,1.79,129,0.24
ND-065,Oliver County,North Dakota,2.08,1.99,127,0.08
ND-067,Pembina County,North Dakota,1.04,0.91,109,0.13
ND-069,Pierce County,North Dakota,1.65,1.48,120,0.17
ND-071,Ramsey County,North Dakota,1.74,1.45,122,0.29
ND-073,Ransom County,North Dakota,-0.02,-0.39,44,0.37
ND-075,Renville County,North Dakota,0.7,0.69,103,0.01
ND-077,Richland County,North Dakota,-0.11,-0.44,34,0.33
ND-079,Rolette County,North Dakota,1.68,1.56,127,0.12
ND-081,Sargent County,North Dakota,-0.16,-0.55,32,0.39
ND-083,Sheridan County,North Dakota,1.45,1.37,120,0.07
ND-085,Sioux County,North Dakota,1.02,0.84,102,0.17
ND-087,Slope County,North Dakota,2.68,2.64,130,0.04
ND-089,Stark County,North Dakota,2.53,2.52,130,0.01
ND-091,Steele County,North Dakota,1.08,0.88,108,0.21
ND-093,Stutsman County,North Dakota,0.49,0.17,72,0.32
ND-095,Towner County,North Dakota,1.1,0.9,109,0.2
ND-097,Traill County,North Dakota,0.61,0.39,77,0.22
ND-099,Walsh County,North Dakota,1.89,1.74,128,0.15
ND-101,Ward County,North Dakota,1.46,1.42,123,0.03
ND-103,Wells County,North Dakota,1.05,0.96,113,0.1
ND-105,Williams County,North Dakota,1.28,1.04,112,0.24
OH-001,Adams County,Ohio,-0.25,-0.26,41,0.01
OH-003,Allen County,Ohio,0.11,0.02,56,0.09
OH-005,Ashland County,Ohio,-0.05,-0.11,48,0.06
OH-007,Ashtabula County,Ohio,-0.47,-0.48,35,0.01
OH-009,Athens County,Ohio,-0.02,-0.02,60,0
OH-011,Auglaize County,Ohio,0.07,-0.01,59,0.08
OH-013,Belmont County,Ohio,-0.65,-0.73,24,0.07
OH-015,Brown County,Ohio,-0.26,-0.26,41,-0.01
OH-017,Butler County,Ohio,-0.38,-0.39,34,0.01
OH-019,Carroll County,Ohio,-0.66,-0.71,22,0.05
OH-021,Champaign County,Ohio,-0.43,-0.5,29,0.07
OH-023,Clark County,Ohio,-0.46,-0.49,34,0.03
OH-025,Clermont County,Ohio,-0.27,-0.31,40,0.04
OH-027,Clinton County,Ohio,-0.65,-0.64,25,-0.01
OH-029,Columbiana County,Ohio,-0.88,-0.91,13,0.03
OH-031,Coshocton County,Ohio,-0.47,-0.45,31,-0.02
OH-033,Crawford County,Ohio,-0.07,-0.18,43,0.1
OH-035,Cuyahoga County,Ohio,-0.29,-0.3,39,0.01
OH-037,Darke County,Ohio,-0.31,-0.35,40,0.04
OH-039,Defiance County,Ohio,0.26,0.16,68,0.11
OH-041,Delaware County,Ohio,-0.58,-0.62,21,0.04
OH-043,Erie County,Ohio,0.08,0.05,57,0.03
OH-045,Fairfield County,Ohio,-0.51,-0.55,29,0.04
OH-047,Fayette County,Ohio,-0.59,-0.61,25,0.02
OH-049,Franklin County,Ohio,-0.49,-0.55,24,0.06
OH-051,Fulton County,Ohio,-0.23,-0.29,46,0.06
OH-053,Gallia County,Ohio,-0.22,-0.19,47,-0.03
OH-055,Geauga County,Ohio,-0.62,-0.62,25,0.01
OH-057,Greene County,Ohio,-0.6,-0.62,24,0.02
OH-059,Guernsey County,Ohio,-0.67,-0.67,24,0
OH-061,Hamilton County,Ohio,-0.23,-0.27,41,0.04
OH-063,Hancock County,Ohio,0.02,-0.07,59,0.09
OH-065,Hardin County,Ohio,-0.29,-0.37,40,0.08
OH-067,Harrison County,Ohio,-0.87,-0.91,16,0.04
OH-069,Henry County,Ohio,-0.08,-0.15,50,0.08
OH-071,Highland County,Ohio,-0.64,-0.63,23,-0
OH-073,Hocking County,Ohio,0.07,0.07,71,-0.01
OH-075,Holmes County,Ohio,-0.53,-0.5,29,-0.03
OH-077,Huron County,Ohio,-0.08,-0.15,50,0.07
OH-079,Jackson County,Ohio,-0.36,-0.38,39,0.02
OH-081,Jefferson County,Ohio,-0.94,-0.99,14,0.04
OH-083,Knox County,Ohio,-0.34,-0.38,35,0.04
OH-085,Lake County,Ohio,-0.41,-0.41,34,0
OH-087,Lawrence County,Ohio,0.02,0.05,62,-0.03
OH-089,Licking County,Ohio,-0.63,-0.65,23,0.02
OH-091,Logan County,Ohio,-0.19,-0.3,39,0.11
OH-093,Lorain County,Ohio,-0.08,-0.15,44,0.06
OH-095,Lucas County,Ohio,-0.21,-0.27,47,0.06
OH-097,Madison County,Ohio,-0.67,-0.68,20,0.02
OH-099,Mahoning County,Ohio,-0.7,-0.75,18,0.04
OH-101,Marion County,Ohio,-0.29,-0.39,39,0.1
OH-103,Medina County,Ohio,-0.06,-0.08,49,0.02
OH-105,Meigs County,Ohio,0.08,0.06,60,0.02
OH-107,Mercer County,Ohio,-0.1,-0.18,52,0.07
OH-109,Miami County,Ohio,-0.19,-0.28,43,0.09
OH-111,Monroe County,Ohio,-0.73,-0.78,19,0.05
OH-113,Montgomery County,Ohio,-0.22,-0.27,41,0.05
OH-115,Morgan County,Ohio,0.1,0.1,68,-0
OH-117,Morrow County,Ohio,0.06,-0.01,56,0.07
OH-119,Muskingum County,Ohio,-0.48,-0.46,33,-0.03
OH-121,Noble County,Ohio,-0.52,-0.53,32,0.02
OH-123,Ottawa County,Ohio,-0.05,-0.13,50,0.09
OH-125,Paulding County,Ohio,0.06,-0.03,57,0.09
OH-127,Perry County,Ohio,-0.18,-0.18,51,0
OH-129,Pickaway County,Ohio,-0.49,-0.54,28,0.05
OH-131,Pike County,Ohio,-0.13,-0.18,49,0.05
OH-133,Portage County,Ohio,-0.4,-0.41,31,0.02
OH-135,Preble County,Ohio,-0.18,-0.2,45,0.02
OH-137,Putnam County,Ohio,0,-0.1,57,0.1
OH-139,Richland County,Ohio,-0.01,-0.1,49,0.09
OH-141,Ross County,Ohio,-0.32,-0.36,36,0.03
OH-143,Sandusky County,Ohio,0.1,0,58,0.09
OH-145,Scioto County,Ohio,0.08,0.14,75,-0.06
OH-147,Seneca County,Ohio,0.04,-0.05,59,0.09
OH-149,Shelby County,Ohio,-0.2,-0.28,41,0.08
OH-151,Stark County,Ohio,-0.63,-0.67,24,0.04
OH-153,Summit County,Ohio,-0.34,-0.33,40,-0
OH-155,Trumbull County,Ohio,-0.62,-0.66,20,0.04
OH-157,Tuscarawas County,Ohio,-0.75,-0.76,18,0
OH-159,Union County,Ohio,-0.61,-0.66,20,0.06
OH-161,Van Wert County,Ohio,-0.28,-0.37,41,0.09
OH-163,Vinton County,Ohio,-0.18,-0.21,50,0.03
OH-165,Warren County,Ohio,-0.58,-0.6,25,0.02
OH-167,Washington County,Ohio,-0.28,-0.34,40,0.06
OH-169,Wayne County,Ohio,-0.19,-0.21,45,0.03
OH-171,Williams County,Ohio,-0.01,-0.13,52,0.11
OH-173,Wood County,Ohio,-0.11,-0.2,48,0.09
OH-175,Wyandot County,Ohio,-0.04,-0.18,55,0.13
OK-001,Adair County,Oklahoma,-0.16,-0.21,47,0.05
OK-003,Alfalfa County,Oklahoma,0.51,0.35,85,0.16
OK-005,Atoka County,Oklahoma,0.21,0.21,80,0
OK-007,Beaver County,Oklahoma,0.5,0.38,95,0.11
OK-009,Beckham County,Oklahoma,0.59,0.41,95,0.18
OK-011,Blaine County,Oklahoma,0.62,0.5,96,0.13
OK-013,Bryan County,Oklahoma,0.58,0.58,103,0
OK-015,Caddo County,Oklahoma,0.36,0.25,82,0.11
OK-017,Canadian County,Oklahoma,0.18,0.12,73,0.06
OK-019,Carter County,Oklahoma,0.38,0.37,91,0.02
OK-021,Cherokee County,Oklahoma,-0.22,-0.26,47,0.03
OK-023,Choctaw County,Oklahoma,0.41,0.44,96,-0.03
OK-025,Cimarron County,Oklahoma,0.42,0.22,83,0.2
OK-027,Cleveland County,Oklahoma,0.39,0.41,88,-0.02
OK-029,Coal County,Oklahoma,0.33,0.31,85,0.02
OK-031,Comanche County,Oklahoma,0.78,0.69,104,0.09
OK-033,Cotton County,Oklahoma,0.83,0.83,110,0
OK-035,Craig County,Oklahoma,-0.47,-0.51,32,0.04
OK-037,Creek County,Oklahoma,0.05,0.03,64,0.01
OK-039,Custer County,Oklahoma,0.58,0.42,94,0.16
OK-041,Delaware County,Oklahoma,-0.4,-0.44,36,0.04
OK-043,Dewey County,Oklahoma,0.46,0.34,92,0.12
OK-045,Ellis County,Oklahoma,0.65,0.51,99,0.14
OK-047,Garfield County,Oklahoma,0.2,0.11,75,0.09
OK-049,Garvin County,Oklahoma,0.44,0.47,92,-0.02
OK-051,Grady County,Oklahoma,0.2,0.19,77,0.01
OK-053,Grant County,Oklahoma,0.45,0.32,84,0.13
OK-055,Greer County,Oklahoma,0.74,0.55,103,0.19
OK-057,Harmon County,Oklahoma,0.51,0.33,90,0.18
OK-059,Harper County,Oklahoma,0.57,0.54,99,0.03
OK-061,Haskell County,Oklahoma,0.22,0.19,79,0.03
OK-063,Hughes County,Oklahoma,0.15,0.13,74,0.02
OK-065,Jackson County,Oklahoma,0.59,0.43,95,0.16
OK-067,Jefferson County,Oklahoma,0.86,0.85,109,0.01
OK-069,Johnston County,Oklahoma,0.26,0.26,89,-0.01
OK-071,Kay County,Oklahoma,0.07,-0.07,61,0.13
OK-073,Kingfisher County,Oklahoma,0.34,0.24,75,0.11
OK-075,Kiowa County,Oklahoma,0.67,0.53,96,0.14
OK-077,Latimer County,Oklahoma,-0.03,-0.04,63,0.02
OK-079,Le Flore County,Oklahoma,0.21,0.21,77,-0
OK-081,Lincoln County,Oklahoma,0.21,0.22,78,-0.01
OK-083,Logan County,Oklahoma,0.16,0.09,69,0.06
OK-085,Love County,Oklahoma,0.31,0.3,88,0.02
OK-087,McClain County,Oklahoma,0.33,0.35,87,-0.02
OK-089,McCurtain County,Oklahoma,0.25,0.3,84,-0.05
OK-091,McIntosh County,Oklahoma,0.3,0.26,75,0.04
OK-093,Major County,Oklahoma,0.43,0.35,86,0.08
OK-095,Marshall County,Oklahoma,0.19,0.2,84,-0.01
OK-097,Mayes County,Oklahoma,-0.3,-0.34,42,0.04
OK-099,Murray County,Oklahoma,0.3,0.31,85,-0.01
OK-101,Muskogee County,Oklahoma,0.21,0.19,73,0.02
OK-103,Noble County,Oklahoma,-0.04,-0.16,60,0.12
OK-105,Nowata County,Oklahoma,-0.23,-0.27,50,0.04
OK-107,Okfuskee County,Oklahoma,0.23,0.19,74,0.03
OK-109,Oklahoma County,Oklahoma,0.3,0.3,83,-0
OK-111,Okmulgee County,Oklahoma,0.1,0.08,64,0.01
OK-113,Osage County,Oklahoma,-0.09,-0.16,54,0.07
OK-115,Ottawa County,Oklahoma,-0.31,-0.37,39,0.06
OK-117,Pawnee County,Oklahoma,0.07,-0.04,59,0.11
OK-119,Payne County,Oklahoma,0.25,0.2,76,0.06
