# Title: February 1973 - January 1974 Contiguous U.S. County Palmer Z-Index
# Missing: -99
# Note: Period of Record: 130 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
AL-125,Tuscaloosa County,Alabama,1.46,1.47,128,-0.01
AL-127,Walker County,Alabama,1.31,1.29,128,0.02
AL-129,Washington County,Alabama,1.07,1.03,120,0.04
AL-131,Wilcox County,Alabama,0.56,0.6,109,-0.03
AL-133,Winston County,Alabama,1.28,1.25,128,0.03
AZ-001,Apache County,Arizona,1.16,1.16,119,-0.01
AZ-003,Cochise County,Arizona,0.32,0.23,95,0.09
AZ-005,Coconino County,Arizona,0.77,0.68,112,0.1
AZ-007,Gila County,Arizona,0.44,0.35,101,0.09
AZ-009,Graham County,Arizona,0.79,0.77,112,0.03
AZ-011,Greenlee County,Arizona,0.64,0.67,109,-0.03
AZ-012,La Paz County,Arizona,0.13,0.02,85,0.11
AZ-013,Maricopa County,Arizona,0.31,0.23,96,0.09
AZ-015,Mohave County,Arizona,0.73,0.68,106,0.05
AZ-017,Navajo County,Arizona,1.15,1.07,116,0.08
AZ-019,Pima County,Arizona,0.63,0.56,108,0.07
AZ-021,Pinal County,Arizona,0.81,0.7,113,0.11
AZ-023,Santa Cruz County,Arizona,0.37,0.26,93,0.11
AZ-025,Yavapai County,Arizona,0.36,0.26,93,0.1
AZ-027,Yuma County,Arizona,0.05,-0.03,82,0.07
AR-001,Arkansas County,Arkansas,0.8,0.81,115,-0.02
AR-003,Ashley County,Arkansas,1.49,1.5,128,-0
AR-005,Baxter County,Arkansas,1.09,1.04,119,0.05
AR-007,Benton County,Arkansas,1.55,1.53,126,0.02
AR-009,Boone County,Arkansas,1.33,1.29,121,0.04
AR-011,Bradley County,Arkansas,1.31,1.33,124,-0.02
AR-013,Calhoun County,Arkansas,1.37,1.39,124,-0.02
AR-015,Carroll County,Arkansas,1.07,1.04,120,0.03
AR-017,Chicot County,Arkansas,1.45,1.43,127,0.02
AR-019,Clark County,Arkansas,1.94,2,128,-0.06
AR-021,Clay County,Arkansas,1.24,1.22,124,0.01
AR-023,Cleburne County,Arkansas,1.29,1.31,125,-0.03
AR-025,Cleveland County,Arkansas,1.09,1.11,118,-0.01
AR-027,Columbia County,Arkansas,1.6,1.61,128,-0.02
AR-029,Conway County,Arkansas,1.56,1.56,126,-0.01
AR-031,Craighead County,Arkansas,1.15,1.14,122,0.01
AR-033,Crawford County,Arkansas,1.59,1.58,125,0
AR-035,Crittenden County,Arkansas,0.9,0.88,120,0.02
AR-037,Cross County,Arkansas,0.87,0.84,118,0.02
AR-039,Dallas County,Arkansas,1.67,1.7,126,-0.03
AR-041,Desha County,Arkansas,1.17,1.18,121,-0.01
AR-043,Drew County,Arkansas,1.37,1.38,127,-0.01
AR-045,Faulkner County,Arkansas,1.5,1.53,127,-0.04
AR-047,Franklin County,Arkansas,1.21,1.19,123,0.02
AR-049,Fulton County,Arkansas,0.93,0.9,116,0.03
AR-051,Garland County,Arkansas,1.94,1.97,130,-0.04
AR-053,Grant County,Arkansas,1.81,1.84,127,-0.03
AR-055,Greene County,Arkansas,1.4,1.35,124,0.04
AR-057,Hempstead County,Arkansas,1.96,2.03,129,-0.07
AR-059,Hot Spring County,Arkansas,2.09,2.12,129,-0.03
AR-061,Howard County,Arkansas,1.99,2.05,130,-0.05
AR-063,Independence County,Arkansas,1.9,1.91,129,-0
AR-065,Izard County,Arkansas,1.43,1.4,125,0.03
AR-067,Jackson County,Arkansas,1.1,1.12,121,-0.02
AR-069,Jefferson County,Arkansas,0.89,0.9,116,-0.02
AR-071,Johnson County,Arkansas,1.36,1.36,122,-0
AR-073,Lafayette County,Arkansas,1.55,1.57,126,-0.01
AR-075,Lawrence County,Arkansas,1.23,1.18,123,0.05
AR-077,Lee County,Arkansas,0.64,0.61,108,0.03
AR-079,Lincoln County,Arkansas,1.16,1.19,122,-0.02
AR-081,Little River County,Arkansas,1.79,1.8,128,-0.02
AR-083,Logan County,Arkansas,1.39,1.38,124,0.02
AR-085,Lonoke County,Arkansas,0.9,0.91,118,-0.01
AR-087,Madison County,Arkansas,1.19,1.19,120,0
AR-089,Marion County,Arkansas,1.13,1.06,120,0.07
AR-091,Miller County,Arkansas,1.38,1.37,125,0.01
AR-093,Mississippi County,Arkansas,1.1,1.1,121,0.01
AR-095,Monroe County,Arkansas,0.71,0.68,111,0.03
AR-097,Montgomery County,Arkansas,1.91,1.94,128,-0.03
AR-099,Nevada County,Arkansas,1.82,1.89,129,-0.07
AR-101,Newton County,Arkansas,1.64,1.64,126,0
AR-103,Ouachita County,Arkansas,1.75,1.8,129,-0.05
AR-105,Perry County,Arkansas,1.54,1.53,126,0.02
AR-107,Phillips County,Arkansas,0.85,0.86,116,-0.01
AR-109,Pike County,Arkansas,1.97,2.05,129,-0.07
AR-111,Poinsett County,Arkansas,1.1,1.07,120,0.03
AR-113,Polk County,Arkansas,1.69,1.7,129,-0.02
AR-115,Pope County,Arkansas,1.66,1.68,128,-0.02
AR-117,Prairie County,Arkansas,0.82,0.82,120,0
AR-119,Pulaski County,Arkansas,1.51,1.53,126,-0.03
AR-121,Randolph County,Arkansas,1.15,1.1,120,0.05
AR-123,St. Francis County,Arkansas,0.69,0.65,111,0.03
AR-125,Saline County,Arkansas,1.85,1.87,128,-0.03
AR-127,Scott County,Arkansas,1.57,1.53,126,0.04
AR-129,Searcy County,Arkansas,1.4,1.37,124,0.04
AR-131,Sebastian County,Arkansas,1.38,1.33,122,0.05
AR-133,Sevier County,Arkansas,1.82,1.85,129,-0.03
AR-135,Sharp County,Arkansas,1.2,1.16,124,0.04
AR-137,Stone County,Arkansas,1.45,1.44,126,0
AR-139,Union County,Arkansas,1.55,1.56,129,-0.01
AR-141,Van Buren County,Arkansas,1.26,1.26,125,0
AR-143,Washington County,Arkansas,1.51,1.51,126,0
AR-145,White County,Arkansas,1.06,1.11,123,-0.05
AR-147,Woodruff County,Arkansas,0.82,0.82,116,0.01
AR-149,Yell County,Arkansas,1.68,1.67,128,0
CA-001,Alameda County,California,0.51,0.41,95,0.1
CA-003,Alpine County,California,0.02,0.05,78,-0.04
CA-005,Amador County,California,0.08,0.04,77,0.05
CA-007,Butte County,California,-0.02,-0.08,67,0.06
CA-009,Calaveras County,California,-0.09,-0.15,61,0.06
CA-011,Colusa County,California,0.25,0.18,81,0.06
CA-013,Contra Costa County,California,0.44,0.35,92,0.08
CA-015,Del Norte County,California,0.02,0.02,77,0
CA-017,El Dorado County,California,-0.03,-0.08,63,0.05
CA-019,Fresno County,California,0.25,0.2,87,0.05
CA-021,Glenn County,California,0.12,0.06,77,0.06
CA-023,Humboldt County,California,0.17,0.17,89,-0
CA-025,Imperial County,California,-0.43,-0.6,41,0.17
CA-027,Inyo County,California,0.65,0.62,104,0.03
CA-029,Kern County,California,0.71,0.7,105,0.02
CA-031,Kings County,California,1.42,1.33,121,0.09
CA-033,Lake County,California,-0.12,-0.15,59,0.03
CA-035,Lassen County,California,-0,-0.09,64,0.09
CA-037,Los Angeles County,California,0.35,0.27,91,0.08
CA-039,Madera County,California,0.13,0.1,83,0.04
CA-041,Marin County,California,0.08,-0,75,0.08
CA-043,Mariposa County,California,-0.09,-0.12,68,0.03
CA-045,Mendocino County,California,0.09,0.09,75,0
CA-047,Merced County,California,0.81,0.78,111,0.04
CA-049,Modoc County,California,-0.06,-0.17,62,0.12
CA-051,Mono County,California,0.3,0.33,97,-0.02
CA-053,Monterey County,California,0.54,0.46,103,0.08
CA-055,Napa County,California,-0.04,-0.12,61,0.08
CA-057,Nevada County,California,-0.04,-0.06,67,0.02
CA-059,Orange County,California,0.43,0.36,95,0.08
CA-061,Placer County,California,-0.06,-0.09,64,0.03
CA-063,Plumas County,California,0.07,0.03,76,0.04
CA-065,Riverside County,California,0.12,-0.01,80,0.13
CA-067,Sacramento County,California,0.45,0.43,95,0.02
CA-069,San Benito County,California,0.54,0.47,103,0.07
CA-071,San Bernardino County,California,0.34,0.23,88,0.1
CA-073,San Diego County,California,0.2,0.04,77,0.16
CA-075,San Francisco County,California,0.36,0.24,81,0.12
CA-077,San Joaquin County,California,0.64,0.6,107,0.04
CA-079,San Luis Obispo County,California,0.6,0.52,106,0.08
CA-081,San Mateo County,California,0.26,0.16,85,0.1
CA-083,Santa Barbara County,California,0.5,0.36,95,0.15
CA-085,Santa Clara County,California,0.35,0.24,89,0.11
CA-087,Santa Cruz County,California,0.13,0.06,75,0.07
CA-089,Shasta County,California,0.2,0.16,89,0.04
CA-091,Sierra County,California,-0.09,-0.09,69,0.01
CA-093,Siskiyou County,California,0.1,0.08,82,0.02
CA-095,Solano County,California,0.29,0.22,85,0.07
CA-097,Sonoma County,California,0.12,0.03,75,0.09
CA-099,Stanislaus County,California,0.74,0.7,105,0.04
CA-101,Sutter County,California,0.51,0.45,100,0.06
CA-103,Tehama County,California,0.05,-0.01,69,0.06
CA-105,Trinity County,California,0.03,0.05,79,-0.02
CA-107,Tulare County,California,0.06,0.03,79,0.03
CA-109,Tuolumne County,California,-0.19,-0.23,54,0.04
CA-111,Ventura County,California,0.26,0.13,79,0.13
CA-113,Yolo County,California,0.31,0.26,89,0.05
CA-115,Yuba County,California,0.06,-0.01,70,0.07
CO-001,Adams County,Colorado,1.69,1.58,124,0.11
CO-003,Alamosa County,Colorado,0.35,0.27,82,0.08
CO-005,Arapahoe County,Colorado,1.59,1.49,120,0.1
CO-007,Archuleta County,Colorado,0.21,0.11,81,0.1
CO-009,Baca County,Colorado,1.31,1.13,117,0.18
CO-011,Bent County,Colorado,1.16,0.94,117,0.22
CO-013,Boulder County,Colorado,0.59,0.47,90,0.11
CO-014,Broomfield County,Colorado,1.44,1.38,118,0.07
CO-015,Chaffee County,Colorado,0.18,0.07,76,0.11
CO-017,Cheyenne County,Colorado,1.53,1.23,120,0.29
CO-019,Clear Creek County,Colorado,0.41,0.3,81,0.1
CO-021,Conejos County,Colorado,0.14,0.01,71,0.13
CO-023,Costilla County,Colorado,0.15,0,71,0.15
CO-025,Crowley County,Colorado,0.96,0.83,113,0.13
CO-027,Custer County,Colorado,-0.34,-0.35,53,0.02
CO-029,Delta County,Colorado,1.1,0.91,112,0.19
CO-031,Denver County,Colorado,1.9,1.88,128,0.03
CO-033,Dolores County,Colorado,0.36,0.28,95,0.08
CO-035,Douglas County,Colorado,1.69,1.61,122,0.08
CO-037,Eagle County,Colorado,0.64,0.61,111,0.02
CO-039,Elbert County,Colorado,1.48,1.34,117,0.14
CO-041,El Paso County,Colorado,1.07,0.91,109,0.16
CO-043,Fremont County,Colorado,0.33,0.29,95,0.04
CO-045,Garfield County,Colorado,0.57,0.45,99,0.13
CO-047,Gilpin County,Colorado,0.87,0.76,102,0.11
CO-049,Grand County,Colorado,0.88,0.83,112,0.06
CO-051,Gunnison County,Colorado,0.35,0.23,84,0.11
CO-053,Hinsdale County,Colorado,-0.17,-0.24,57,0.07
CO-055,Huerfano County,Colorado,0.52,0.33,87,0.19
CO-057,Jackson County,Colorado,1.31,1.22,121,0.08
CO-059,Jefferson County,Colorado,1.34,1.28,118,0.06
CO-061,Kiowa County,Colorado,1.23,0.96,116,0.27
CO-063,Kit Carson County,Colorado,1.33,1.04,112,0.29
CO-065,Lake County,Colorado,0.07,0.02,70,0.05
CO-067,La Plata County,Colorado,0.37,0.29,91,0.08
CO-069,Larimer County,Colorado,0.88,0.76,107,0.11
CO-071,Las Animas County,Colorado,1.06,0.89,116,0.17
CO-073,Lincoln County,Colorado,1.67,1.48,121,0.19
CO-075,Logan County,Colorado,1.73,1.53,124,0.2
CO-077,Mesa County,Colorado,0.81,0.58,101,0.22
CO-079,Mineral County,Colorado,-0.26,-0.3,49,0.05
CO-081,Moffat County,Colorado,1.04,0.96,115,0.08
CO-083,Montezuma County,Colorado,0.76,0.68,114,0.08
CO-085,Montrose County,Colorado,1.09,0.91,115,0.18
CO-087,Morgan County,Colorado,1.62,1.42,121,0.2
CO-089,Otero County,Colorado,1.17,1.06,117,0.11
CO-091,Ouray County,Colorado,0.59,0.45,98,0.14
CO-093,Park County,Colorado,0.52,0.47,92,0.05
CO-095,Phillips County,Colorado,1.8,1.61,124,0.19
CO-097,Pitkin County,Colorado,0.38,0.32,90,0.06
CO-099,Prowers County,Colorado,1.23,0.99,113,0.24
CO-101,Pueblo County,Colorado,0.75,0.66,112,0.09
CO-103,Rio Blanco County,Colorado,0.95,0.78,114,0.17
CO-105,Rio Grande County,Colorado,-0.01,-0.12,66,0.11
CO-107,Routt County,Colorado,1.12,1.05,119,0.07
CO-109,Saguache County,Colorado,0.17,0.06,78,0.11
CO-111,San Juan County,Colorado,0.14,0.07,80,0.08
CO-113,San Miguel County,Colorado,0.7,0.6,107,0.11
CO-115,Sedgwick County,Colorado,1.44,1.26,123,0.18
CO-117,Summit County,Colorado,0.2,0.16,81,0.04
CO-119,Teller County,Colorado,0.8,0.7,106,0.1
CO-121,Washington County,Colorado,1.86,1.63,125,0.22
CO-123,Weld County,Colorado,1.23,1.03,112,0.19
CO-125,Yuma County,Colorado,1.97,1.78,126,0.19
CT-001,Fairfield County,Connecticut,0.59,0.56,105,0.03
CT-003,Hartford County,Connecticut,0.54,0.53,107,0.01
CT-005,Litchfield County,Connecticut,0.66,0.59,108,0.07
CT-007,Middlesex County,Connecticut,0.53,0.53,106,0
CT-009,New Haven County,Connecticut,0.6,0.59,107,0.02
CT-011,New London County,Connecticut,0.34,0.34,91,-0
CT-013,Tolland County,Connecticut,0.44,0.47,101,-0.03
CT-015,Windham County,Connecticut,0.4,0.44,99,-0.04
DE-001,Kent County,Delaware,-0.09,-0.09,68,-0.01
DE-003,New Castle County,Delaware,0.49,0.48,98,0.01
DE-005,Sussex County,Delaware,-0.34,-0.32,42,-0.02
FL-001,Alachua County,Florida,-0.45,-0.44,36,-0.01
FL-003,Baker County,Florida,0.21,0.27,92,-0.07
FL-005,Bay County,Florida,0.5,0.48,104,0.02
FL-007,Bradford County,Florida,-0.22,-0.17,53,-0.04
FL-009,Brevard County,Florida,-0.33,-0.45,39,0.13
FL-011,Broward County,Florida,0.16,0.04,71,0.12
FL-013,Calhoun County,Florida,0.36,0.38,103,-0.02
FL-015,Charlotte County,Florida,-0.6,-0.63,24,0.03
FL-017,Citrus County,Florida,-0.44,-0.42,35,-0.02
FL-019,Clay County,Florida,0.03,0.04,65,-0.02
FL-021,Collier County,Florida,-0.57,-0.67,24,0.1
FL-023,Columbia County,Florida,0.44,0.49,103,-0.06
FL-027,DeSoto County,Florida,-0.39,-0.43,36,0.03
FL-029,Dixie County,Florida,-0.47,-0.49,29,0.02
FL-031,Duval County,Florida,0.29,0.27,87,0.02
FL-033,Escambia County,Florida,0.29,0.29,86,-0
FL-035,Flagler County,Florida,-0.03,-0.04,66,0.01
FL-037,Franklin County,Florida,-0.04,-0.02,69,-0.02
FL-039,Gadsden County,Florida,0.81,0.8,119,0.01
FL-041,Gilchrist County,Florida,-0.47,-0.47,32,0.01
FL-043,Glades County,Florida,-0.26,-0.33,48,0.07
FL-045,Gulf County,Florida,0.14,0.15,83,-0.01
FL-047,Hamilton County,Florida,0.84,0.85,117,-0.02
FL-049,Hardee County,Florida,-0.48,-0.55,36,0.07
FL-051,Hendry County,Florida,-0.67,-0.74,27,0.07
FL-053,Hernando County,Florida,-0.6,-0.58,26,-0.01
FL-055,Highlands County,Florida,-0.38,-0.47,37,0.09
FL-057,Hillsborough County,Florida,-0.36,-0.41,40,0.05
FL-059,Holmes County,Florida,0.73,0.66,104,0.07
FL-061,Indian River County,Florida,0.29,0.19,86,0.1
FL-063,Jackson County,Florida,0.25,0.22,82,0.03
FL-065,Jefferson County,Florida,0.86,0.81,113,0.05
FL-067,Lafayette County,Florida,-0.29,-0.29,44,0
FL-069,Lake County,Florida,-0.12,-0.18,57,0.07
FL-071,Lee County,Florida,-0.65,-0.69,26,0.04
FL-073,Leon County,Florida,1.1,1.09,125,0
FL-075,Levy County,Florida,-0.48,-0.49,32,0.01
FL-077,Liberty County,Florida,0.47,0.5,107,-0.03
FL-079,Madison County,Florida,0.62,0.57,107,0.05
FL-081,Manatee County,Florida,-0.56,-0.63,26,0.07
FL-083,Marion County,Florida,-0.42,-0.42,36,0
FL-085,Martin County,Florida,-0.47,-0.61,35,0.14
FL-086,Miami-Dade County,Florida,0.16,0.06,72,0.1
FL-087,Monroe County,Florida,0.17,0.08,79,0.09
FL-089,Nassau County,Florida,0.88,0.9,123,-0.02
FL-091,Okaloosa County,Florida,0.65,0.59,104,0.05
FL-093,Okeechobee County,Florida,0.1,-0.02,67,0.11
FL-095,Orange County,Florida,-0.3,-0.41,42,0.11
FL-097,Osceola County,Florida,-0.24,-0.35,46,0.12
FL-099,Palm Beach County,Florida,-0.31,-0.36,44,0.05
FL-101,Pasco County,Florida,-0.32,-0.32,44,0.01
FL-103,Pinellas County,Florida,-0.33,-0.34,46,0.01
FL-105,Polk County,Florida,-0.21,-0.3,51,0.1
FL-107,Putnam County,Florida,-0.04,-0.03,64,-0.01
FL-109,St. Johns County,Florida,0.06,0.07,71,-0.01
FL-111,St. Lucie County,Florida,0.21,0.09,74,0.12
FL-113,Santa Rosa County,Florida,0.39,0.39,93,0
FL-115,Sarasota County,Florida,-0.68,-0.74,22,0.06
FL-117,Seminole County,Florida,-0.16,-0.27,50,0.11
FL-119,Sumter County,Florida,-0.39,-0.4,41,0
FL-121,Suwannee County,Florida,0.31,0.33,90,-0.02
FL-123,Taylor County,Florida,-0.08,-0.1,68,0.02
FL-125,Union County,Florida,-0.04,0.01,68,-0.05
FL-127,Volusia County,Florida,-0.24,-0.3,45,0.06
FL-129,Wakulla County,Florida,0.78,0.8,117,-0.02
FL-131,Walton County,Florida,0.72,0.67,106,0.06
FL-133,Washington County,Florida,0.51,0.44,98,0.06
GA-001,Appling County,Georgia,0.48,0.46,96,0.02
GA-003,Atkinson County,Georgia,1.13,1.07,118,0.06
GA-005,Bacon County,Georgia,0.66,0.62,105,0.05
GA-007,Baker County,Georgia,0.49,0.45,94,0.04
GA-009,Baldwin County,Georgia,-0.07,-0.17,63,0.11
GA-011,Banks County,Georgia,0.67,0.68,103,-0.01
GA-013,Barrow County,Georgia,0.53,0.51,98,0.02
GA-015,Bartow County,Georgia,0.99,1.04,118,-0.04
GA-017,Ben Hill County,Georgia,0.24,0.2,85,0.04
GA-019,Berrien County,Georgia,0.84,0.8,114,0.04
GA-021,Bibb County,Georgia,0.31,0.25,89,0.06
GA-023,Bleckley County,Georgia,0.06,-0.01,77,0.07
GA-025,Brantley County,Georgia,0.63,0.65,107,-0.02
GA-027,Brooks County,Georgia,0.66,0.59,106,0.06
GA-029,Bryan County,Georgia,0.18,0.16,82,0.03
GA-031,Bulloch County,Georgia,0.63,0.56,100,0.07
GA-033,Burke County,Georgia,0.35,0.27,92,0.08
GA-035,Butts County,Georgia,0.52,0.47,93,0.05
GA-037,Calhoun County,Georgia,0.72,0.69,109,0.03
GA-039,Camden County,Georgia,0.84,0.88,120,-0.03
GA-043,Candler County,Georgia,1.02,0.91,110,0.11
GA-045,Carroll County,Georgia,0.82,0.84,112,-0.01
GA-047,Catoosa County,Georgia,1.53,1.62,129,-0.09
GA-049,Charlton County,Georgia,1.04,1.09,126,-0.04
GA-051,Chatham County,Georgia,-0.2,-0.23,59,0.03
GA-053,Chattahoochee County,Georgia,0.58,0.61,98,-0.03
GA-055,Chattooga County,Georgia,0.87,0.88,110,-0.01
GA-057,Cherokee County,Georgia,0.86,0.89,115,-0.03
GA-059,Clarke County,Georgia,0.25,0.22,85,0.03
GA-061,Clay County,Georgia,0.88,0.86,117,0.01
GA-063,Clayton County,Georgia,0.26,0.25,84,0
GA-065,Clinch County,Georgia,1.19,1.19,126,-0
GA-067,Cobb County,Georgia,0.51,0.5,97,0
GA-069,Coffee County,Georgia,0.89,0.82,115,0.07
GA-071,Colquitt County,Georgia,0.6,0.55,102,0.05
GA-073,Columbia County,Georgia,0.15,0.08,82,0.07
GA-075,Cook County,Georgia,0.67,0.62,107,0.05
GA-077,Coweta County,Georgia,0.57,0.57,102,0.01
GA-079,Crawford County,Georgia,0.63,0.55,101,0.07
GA-081,Crisp County,Georgia,0.05,-0.04,69,0.09
GA-083,Dade County,Georgia,1.5,1.56,128,-0.06
GA-085,Dawson County,Georgia,1.02,1.05,119,-0.02
GA-087,Decatur County,Georgia,0.31,0.28,89,0.03
GA-089,DeKalb County,Georgia,0.64,0.63,103,0.01
GA-091,Dodge County,Georgia,0.08,0.01,77,0.07
GA-093,Dooly County,Georgia,-0.04,-0.11,64,0.08
GA-095,Dougherty County,Georgia,0.51,0.43,89,0.09
GA-097,Douglas County,Georgia,0.59,0.58,100,0.01
GA-099,Early County,Georgia,0.59,0.57,101,0.02
GA-101,Echols County,Georgia,1.02,1.02,122,-0
GA-103,Effingham County,Georgia,0.03,-0.02,69,0.05
GA-105,Elbert County,Georgia,0.77,0.71,103,0.06
GA-107,Emanuel County,Georgia,0.91,0.8,109,0.11
GA-109,Evans County,Georgia,0.7,0.64,102,0.06
GA-111,Fannin County,Georgia,1.11,1.13,121,-0.02
GA-113,Fayette County,Georgia,0.23,0.23,82,0
GA-115,Floyd County,Georgia,0.84,0.86,111,-0.02
GA-117,Forsyth County,Georgia,0.69,0.72,105,-0.03
GA-119,Franklin County,Georgia,0.59,0.57,102,0.02
GA-121,Fulton County,Georgia,0.42,0.42,94,-0
GA-123,Gilmer County,Georgia,0.99,1.03,124,-0.04
GA-125,Glascock County,Georgia,0.26,0.16,84,0.1
GA-127,Glynn County,Georgia,0.6,0.64,107,-0.04
GA-129,Gordon County,Georgia,0.87,0.9,116,-0.03
GA-131,Grady County,Georgia,0.39,0.35,91,0.03
GA-133,Greene County,Georgia,0.37,0.25,85,0.12
GA-135,Gwinnett County,Georgia,0.84,0.83,109,0.01
GA-137,Habersham County,Georgia,0.88,0.9,120,-0.03
GA-139,Hall County,Georgia,0.93,0.97,117,-0.03
GA-141,Hancock County,Georgia,0.39,0.26,88,0.13
GA-143,Haralson County,Georgia,1.07,1.1,120,-0.03
GA-145,Harris County,Georgia,0.71,0.75,108,-0.05
GA-147,Hart County,Georgia,1,0.97,117,0.03
GA-149,Heard County,Georgia,1.06,1.07,121,-0.02
GA-151,Henry County,Georgia,0.31,0.28,87,0.03
GA-153,Houston County,Georgia,0.21,0.15,78,0.07
GA-155,Irwin County,Georgia,0.39,0.36,92,0.04
GA-157,Jackson County,Georgia,0.67,0.66,105,0.01
GA-159,Jasper County,Georgia,0.69,0.58,104,0.1
GA-161,Jeff Davis County,Georgia,0.65,0.6,102,0.05
GA-163,Jefferson County,Georgia,0.48,0.38,97,0.1
GA-165,Jenkins County,Georgia,0.5,0.42,97,0.08
GA-167,Johnson County,Georgia,0.53,0.41,94,0.12
GA-169,Jones County,Georgia,0.22,0.15,86,0.07
GA-171,Lamar County,Georgia,0.54,0.51,98,0.03
GA-173,Lanier County,Georgia,1.04,0.99,119,0.05
GA-175,Laurens County,Georgia,0.35,0.25,90,0.1
GA-177,Lee County,Georgia,0.34,0.26,82,0.07
GA-179,Liberty County,Georgia,0.35,0.33,93,0.02
GA-181,Lincoln County,Georgia,0.73,0.64,105,0.1
GA-183,Long County,Georgia,0.31,0.31,93,0.01
GA-185,Lowndes County,Georgia,0.87,0.82,115,0.05
GA-187,Lumpkin County,Georgia,1.11,1.13,121,-0.03
GA-189,McDuffie County,Georgia,0.16,0.06,81,0.1
GA-191,McIntosh County,Georgia,0.6,0.62,111,-0.02
GA-193,Macon County,Georgia,0.18,0.11,79,0.07
GA-195,Madison County,Georgia,0.59,0.56,101,0.03
GA-197,Marion County,Georgia,0.24,0.22,82,0.02
GA-199,Meriwether County,Georgia,0.51,0.53,94,-0.01
