Year,State,State_ANSI,County,County_ANSI,Crop_Yield,ZIndexValue,Anomaly
2022,ALABAMA,1.0,AUTAUGA,1,29212000,0.75,0.79
2022,ALABAMA,1.0,BULLOCK,11,36100000,0.77,0.76
2022,ALABAMA,1.0,DALLAS,47,40553000,0.39,0.41
2022,ALABAMA,1.0,ELMORE,51,24592000,0.95,1.01
2022,ALABAMA,1.0,GREENE,63,2405000,1.35,1.37
2022,ALABAMA,1.0,HALE,65,6685000,0.83,0.86
2022,ALABAMA,1.0,LOWNDES,85,23120000,0.7,0.68
2022,ALABAMA,1.0,MACON,87,23787000,1.08,1.09
2022,ALABAMA,1.0,MARENGO,91,11769000,0.62,0.64
2022,ALABAMA,1.0,MONTGOMERY,101,19736000,0.85,0.88
2022,ALABAMA,1.0,PERRY,105,23833000,0.6,0.65
2022,ALABAMA,1.0,SUMTER,119,2785000,0.87,0.92
2022,ALABAMA,1.0,BALDWIN,3,123196000,0.63,0.62
2022,ALABAMA,1.0,BUTLER,13,3506000,0.6,0.64
2022,ALABAMA,1.0,CHOCTAW,23,2087000,1.0,0.97
2022,ALABAMA,1.0,CLARKE,25,2088000,0.61,0.64
2022,ALABAMA,1.0,CONECUH,35,8493000,0.77,0.83
2022,ALABAMA,1.0,ESCAMBIA,53,32884000,0.82,0.83
2022,ALABAMA,1.0,MOBILE,97,116788000,0.88,0.85
2022,ALABAMA,1.0,MONROE,99,21836000,0.69,0.76
2022,ALABAMA,1.0,WASHINGTON,129,4690000,1.0,0.96
2022,ALABAMA,1.0,WILCOX,131,4751000,0.51,0.54
2022,ALABAMA,1.0,BLOUNT,9,18821000,1.4,1.35
2022,ALABAMA,1.0,CALHOUN,15,18728000,0.74,0.74
2022,ALABAMA,1.0,CHEROKEE,19,64806000,1.41,1.44
2022,ALABAMA,1.0,CLEBURNE,29,3288000,0.76,0.76
2022,ALABAMA,1.0,CULLMAN,43,24283000,1.26,1.23
2022,ALABAMA,1.0,DE KALB,49,43541000,1.53,1.56
2022,ALABAMA,1.0,ETOWAH,55,15181000,1.2,1.19
2022,ALABAMA,1.0,JACKSON,71,53418000,1.3,1.33
2022,ALABAMA,1.0,MARSHALL,95,19732000,1.32,1.31
2022,ALABAMA,1.0,SAINT CLAIR,115,22962000,1.37,1.33
2022,ALABAMA,1.0,COLBERT,33,34519000,1.36,1.36
2022,ALABAMA,1.0,FRANKLIN,59,12579000,1.46,1.47
2022,ALABAMA,1.0,LAUDERDALE,77,59491000,1.37,1.35
2022,ALABAMA,1.0,LAWRENCE,79,84219000,1.48,1.45
2022,ALABAMA,1.0,LIMESTONE,83,95909000,1.51,1.54
2022,ALABAMA,1.0,MADISON,89,107133000,1.46,1.49
2022,ALABAMA,1.0,MARION,93,11672000,1.56,1.56
2022,ALABAMA,1.0,MORGAN,103,21812000,1.42,1.43
2022,ALABAMA,1.0,WINSTON,133,2790000,1.5,1.47
2022,ALABAMA,1.0,BIBB,7,2387000,0.94,0.98
2022,ALABAMA,1.0,CHAMBERS,17,2244000,0.82,0.87
2022,ALABAMA,1.0,CHILTON,21,15067000,0.76,0.82
2022,ALABAMA,1.0,CLAY,27,2919000,0.68,0.67
2022,ALABAMA,1.0,COOSA,37,742000,0.7,0.76
2022,ALABAMA,1.0,FAYETTE,57,3697000,1.21,1.22
2022,ALABAMA,1.0,JEFFERSON,73,2439000,1.34,1.34
2022,ALABAMA,1.0,LAMAR,75,4024000,1.18,1.22
2022,ALABAMA,1.0,LEE,81,46904000,1.08,1.13
2022,ALABAMA,1.0,PICKENS,107,17975000,1.52,1.55
2022,ALABAMA,1.0,RANDOLPH,111,10913000,0.6,0.62
2022,ALABAMA,1.0,SHELBY,117,22106000,1.39,1.42
2022,ALABAMA,1.0,TALLADEGA,121,27639000,0.84,0.84
2022,ALABAMA,1.0,TALLAPOOSA,123,5913000,0.69,0.75
2022,ALABAMA,1.0,TUSCALOOSA,125,17980000,1.19,1.2
2022,ALABAMA,1.0,WALKER,127,4185000,1.28,1.26
2022,ALABAMA,1.0,BARBOUR,5,23929000,0.56,0.55
2022,ALABAMA,1.0,COFFEE,31,27753000,0.48,0.43
2022,ALABAMA,1.0,COVINGTON,39,28100000,0.59,0.59
2022,ALABAMA,1.0,CRENSHAW,41,3804000,0.6,0.61
2022,ALABAMA,1.0,DALE,45,21571000,0.63,0.57
2022,ALABAMA,1.0,GENEVA,61,42487000,0.74,0.68
2022,ALABAMA,1.0,HENRY,67,38927000,0.75,0.72
2022,ALABAMA,1.0,HOUSTON,69,69754000,1.14,1.07
2022,ALABAMA,1.0,PIKE,109,13937000,0.62,0.59
2022,ALABAMA,1.0,RUSSELL,113,8863000,1.04,1.07
2022,ARIZONA,4.0,APACHE,1,3411000,0.75,0.79
2022,ARIZONA,4.0,COCONINO,5,1437000,0.56,0.55
2022,ARIZONA,4.0,GILA,7,412000,0.94,0.98
2022,ARIZONA,4.0,MOHAVE,15,48846000,0.74,0.74
2022,ARIZONA,4.0,NAVAJO,17,4898000,0.82,0.87
2022,ARIZONA,4.0,YAVAPAI,25,11889000,0.61,0.64
2022,ARIZONA,4.0,COCHISE,3,223269000,0.63,0.62
2022,ARIZONA,4.0,GRAHAM,9,49939000,1.4,1.35
2022,ARIZONA,4.0,GREENLEE,11,1239000,0.77,0.76
2022,ARIZONA,4.0,MARICOPA,13,742596000,0.6,0.64
2022,ARIZONA,4.0,PIMA,19,87130000,1.41,1.44
2022,ARIZONA,4.0,PINAL,21,365172000,0.76,0.82
2022,ARIZONA,4.0,SANTA CRUZ,23,6486000,1.0,0.97
2022,ARKANSAS,5.0,CONWAY,29,18511000,0.76,0.76
2022,ARKANSAS,5.0,FAULKNER,45,14967000,0.63,0.57
2022,ARKANSAS,5.0,GARLAND,51,4769000,0.95,1.01
2022,ARKANSAS,5.0,GRANT,53,871000,0.82,0.83
2022,ARKANSAS,5.0,HOT SPRING,59,1335000,1.46,1.47
2022,ARKANSAS,5.0,PERRY,105,13506000,0.6,0.65
2022,ARKANSAS,5.0,PULASKI,119,17210000,0.87,0.92
2022,ARKANSAS,5.0,SALINE,125,2569000,1.19,1.2
2022,ARKANSAS,5.0,ARKANSAS,1,328084000,0.75,0.79
2022,ARKANSAS,5.0,CRITTENDEN,35,260727000,0.77,0.83
2022,ARKANSAS,5.0,CROSS,37,221417000,0.7,0.76
2022,ARKANSAS,5.0,LEE,77,240354000,1.37,1.35
2022,ARKANSAS,5.0,LONOKE,85,264720000,0.7,0.68
2022,ARKANSAS,5.0,PHILLIPS,107,305505000,1.52,1.55
2022,ARKANSAS,5.0,PRAIRIE,117,161013000,1.39,1.42
2022,ARKANSAS,5.0,SAINT FRANCIS,123,203112000,0.69,0.75
2022,ARKANSAS,5.0,BAXTER,5,1317000,0.56,0.55
2022,ARKANSAS,5.0,CLEBURNE,23,1884000,1.0,0.97
2022,ARKANSAS,5.0,FULTON,49,1414000,1.53,1.56
2022,ARKANSAS,5.0,IZARD,65,1485000,0.83,0.86
2022,ARKANSAS,5.0,MARION,89,905000,1.46,1.49
2022,ARKANSAS,5.0,SEARCY,129,1313000,1.0,0.96
2022,ARKANSAS,5.0,SHARP,135,3549000,0.36,0.32
2022,ARKANSAS,5.0,STONE,137,2364000,0.27,0.27
2022,ARKANSAS,5.0,VAN BUREN,141,1397000,0.02,0.02
2022,ARKANSAS,5.0,CLAY,21,206156000,0.76,0.82
2022,ARKANSAS,5.0,CRAIGHEAD,31,239606000,0.48,0.43
2022,ARKANSAS,5.0,GREENE,55,155230000,1.2,1.19
2022,ARKANSAS,5.0,INDEPENDENCE,63,37113000,1.35,1.37
2022,ARKANSAS,5.0,JACKSON,67,190922000,0.75,0.72
2022,ARKANSAS,5.0,LAWRENCE,75,148322000,1.18,1.22
2022,ARKANSAS,5.0,MISSISSIPPI,93,460044000,1.56,1.56
2022,ARKANSAS,5.0,POINSETT,111,262455000,0.6,0.62
2022,ARKANSAS,5.0,RANDOLPH,121,64406000,0.84,0.84
2022,ARKANSAS,5.0,WHITE,145,62649000,-0.1,-0.05
2022,ARKANSAS,5.0,BENTON,7,8257000,0.94,0.98
2022,ARKANSAS,5.0,BOONE,9,3153000,1.4,1.35
2022,ARKANSAS,5.0,CARROLL,15,4358000,0.74,0.74
2022,ARKANSAS,5.0,MADISON,87,8232000,1.08,1.09
2022,ARKANSAS,5.0,NEWTON,101,956000,0.85,0.88
2022,ARKANSAS,5.0,WASHINGTON,143,11555000,-0.08,-0.08
2022,ARKANSAS,5.0,BRADLEY,11,7938000,0.77,0.76
2022,ARKANSAS,5.0,CALHOUN,13,480000,0.6,0.64
2022,ARKANSAS,5.0,CLARK,19,6019000,1.41,1.44
2022,ARKANSAS,5.0,CLEVELAND,25,885000,0.61,0.64
2022,ARKANSAS,5.0,COLUMBIA,27,2622000,0.68,0.67
2022,ARKANSAS,5.0,DALLAS,39,148000,0.59,0.59
2022,ARKANSAS,5.0,NEVADA,99,4535000,0.69,0.76
2022,ARKANSAS,5.0,OUACHITA,103,839000,1.42,1.43
2022,ARKANSAS,5.0,UNION,139,827000,0.04,0.05
2022,ARKANSAS,5.0,ASHLEY,3,96357000,0.63,0.62
2022,ARKANSAS,5.0,DESHA,41,204748000,0.6,0.61
2022,ARKANSAS,5.0,DREW,43,43245000,1.26,1.23
2022,ARKANSAS,5.0,JEFFERSON,69,216461000,1.14,1.07
2022,ARKANSAS,5.0,LINCOLN,79,151845000,1.48,1.45
2022,ARKANSAS,5.0,HEMPSTEAD,57,7984000,1.21,1.22
2022,ARKANSAS,5.0,HOWARD,61,2212000,0.74,0.68
2022,ARKANSAS,5.0,LAFAYETTE,73,30255000,1.34,1.34
2022,ARKANSAS,5.0,LITTLE RIVER,81,20180000,1.08,1.13
2022,ARKANSAS,5.0,MILLER,91,54771000,0.62,0.64
2022,ARKANSAS,5.0,MONTGOMERY,97,1272000,0.88,0.85
2022,ARKANSAS,5.0,PIKE,109,1110000,0.62,0.59
2022,ARKANSAS,5.0,SEVIER,133,1859000,1.5,1.47
2022,ARKANSAS,5.0,CRAWFORD,33,19928000,1.36,1.36
2022,ARKANSAS,5.0,FRANKLIN,47,5699000,0.39,0.41
2022,ARKANSAS,5.0,JOHNSON,71,5824000,1.3,1.33
2022,ARKANSAS,5.0,LOGAN,83,12600000,1.51,1.54
2022,ARKANSAS,5.0,POLK,113,1730000,1.04,1.07
2022,ARKANSAS,5.0,POPE,115,17086000,1.37,1.33
2022,ARKANSAS,5.0,SCOTT,127,2115000,1.28,1.26
2022,ARKANSAS,5.0,SEBASTIAN,131,6711000,0.51,0.54
2022,ARKANSAS,5.0,YELL,149,17661000,-0.43,-0.44
2022,CALIFORNIA,6.0,ALAMEDA,1,119191000,0.75,0.79
2022,CALIFORNIA,6.0,CONTRA COSTA,13,76859000,0.6,0.64
2022,CALIFORNIA,6.0,LAKE,33,67322000,1.36,1.36
2022,CALIFORNIA,6.0,MARIN,41,8937000,0.6,0.61
2022,CALIFORNIA,6.0,MONTEREY,53,5421074000,0.82,0.83
2022,CALIFORNIA,6.0,NAPA,55,705888000,1.2,1.19
2022,CALIFORNIA,6.0,SAN BENITO,69,312282000,1.14,1.07
2022,CALIFORNIA,6.0,SAN LUIS OBISPO,79,1150226000,1.48,1.45
2022,CALIFORNIA,6.0,SAN MATEO,81,85184000,1.08,1.13
2022,CALIFORNIA,6.0,SANTA CLARA,85,305321000,0.7,0.68
2022,CALIFORNIA,6.0,SANTA CRUZ,87,683895000,1.08,1.09
2022,CALIFORNIA,6.0,SONOMA,97,667796000,0.88,0.85
2022,CALIFORNIA,6.0,LASSEN,35,65151000,0.77,0.83
2022,CALIFORNIA,6.0,MODOC,49,122831000,1.53,1.56
2022,CALIFORNIA,6.0,PLUMAS,63,11113000,1.35,1.37
2022,CALIFORNIA,6.0,DEL NORTE,15,10911000,0.74,0.74
2022,CALIFORNIA,6.0,HUMBOLDT,23,90603000,1.0,0.97
2022,CALIFORNIA,6.0,MENDOCINO,45,134525000,0.63,0.57
2022,CALIFORNIA,6.0,BUTTE,7,490451000,0.94,0.98
2022,CALIFORNIA,6.0,COLUSA,11,535080000,0.77,0.76
2022,CALIFORNIA,6.0,GLENN,21,427890000,0.76,0.82
2022,CALIFORNIA,6.0,SACRAMENTO,67,436983000,0.75,0.72
2022,CALIFORNIA,6.0,SOLANO,95,394167000,1.32,1.31
2022,CALIFORNIA,6.0,SUTTER,101,432934000,0.85,0.88
2022,CALIFORNIA,6.0,TEHAMA,103,143704000,1.42,1.43
2022,CALIFORNIA,6.0,YOLO,113,619006000,1.04,1.07
2022,CALIFORNIA,6.0,YUBA,115,222718000,1.37,1.33
2022,CALIFORNIA,6.0,FRESNO,19,5099734000,1.41,1.44
2022,CALIFORNIA,6.0,KERN,29,3932779000,0.76,0.76
2022,CALIFORNIA,6.0,KINGS,31,1071407000,0.48,0.43
2022,CALIFORNIA,6.0,MADERA,39,1219319000,0.59,0.59
2022,CALIFORNIA,6.0,MERCED,47,1637985000,0.39,0.41
2022,CALIFORNIA,6.0,SAN JOAQUIN,77,2119795000,1.37,1.35
2022,CALIFORNIA,6.0,STANISLAUS,99,1439992000,0.69,0.76
2022,CALIFORNIA,6.0,TULARE,107,2881689000,1.52,1.55
2022,CALIFORNIA,6.0,AMADOR,5,15756000,0.56,0.55
2022,CALIFORNIA,6.0,CALAVERAS,9,7422000,1.4,1.35
2022,CALIFORNIA,6.0,EL DORADO,17,23391000,0.82,0.87
2022,CALIFORNIA,6.0,INYO,27,14529000,0.68,0.67
2022,CALIFORNIA,6.0,MARIPOSA,43,4136000,1.26,1.23
2022,CALIFORNIA,6.0,MONO,51,31651000,0.95,1.01
2022,CALIFORNIA,6.0,NEVADA,57,9405000,1.21,1.22
2022,CALIFORNIA,6.0,PLACER,61,29677000,0.74,0.68
2022,CALIFORNIA,6.0,SIERRA,91,840000,0.62,0.64
2022,CALIFORNIA,6.0,TUOLUMNE,109,1727000,0.62,0.59
2022,CALIFORNIA,6.0,SHASTA,89,34759000,1.46,1.49
2022,CALIFORNIA,6.0,SISKIYOU,93,258743000,1.56,1.56
2022,CALIFORNIA,6.0,IMPERIAL,25,2236942000,0.61,0.64
2022,CALIFORNIA,6.0,LOS ANGELES,37,177940000,0.7,0.76
2022,CALIFORNIA,6.0,ORANGE,59,69533000,1.46,1.47
2022,CALIFORNIA,6.0,RIVERSIDE,65,1113260000,0.83,0.86
2022,CALIFORNIA,6.0,SAN BERNARDINO,71,99258000,1.3,1.33
2022,CALIFORNIA,6.0,SAN DIEGO,73,1004974000,1.34,1.34
2022,CALIFORNIA,6.0,SANTA BARBARA,83,2570654000,1.51,1.54
2022,CALIFORNIA,6.0,VENTURA,111,2119347000,0.6,0.62
2022,COLORADO,8.0,ADAMS,1,69359000,0.75,0.79
2022,COLORADO,8.0,ARAPAHOE,5,5114000,0.56,0.55
2022,COLORADO,8.0,CHEYENNE,17,76099000,0.82,0.87
2022,COLORADO,8.0,DENVER,31,993000,0.48,0.43
2022,COLORADO,8.0,DOUGLAS,35,6995000,0.77,0.83
2022,COLORADO,8.0,EL PASO,41,11561000,0.6,0.61
2022,COLORADO,8.0,ELBERT,39,15642000,0.59,0.59
2022,COLORADO,8.0,KIOWA,61,57808000,0.74,0.68
2022,COLORADO,8.0,KIT CARSON,63,191157000,1.35,1.37
2022,COLORADO,8.0,LINCOLN,73,47801000,1.34,1.34
2022,COLORADO,8.0,PHILLIPS,95,148205000,1.32,1.31
2022,COLORADO,8.0,WASHINGTON,121,114287000,0.84,0.84
2022,COLORADO,8.0,YUMA,125,287474000,1.19,1.2
2022,COLORADO,8.0,BOULDER,13,21408000,0.6,0.64
2022,COLORADO,8.0,JEFFERSON,59,23125000,1.46,1.47
2022,COLORADO,8.0,LARIMER,69,93528000,1.14,1.07
2022,COLORADO,8.0,LOGAN,75,120275000,1.18,1.22
2022,COLORADO,8.0,MORGAN,87,95870000,1.08,1.09
2022,COLORADO,8.0,SEDGWICK,115,64271000,1.37,1.33
2022,COLORADO,8.0,WELD,123,439837000,0.69,0.75
2022,COLORADO,8.0,CHAFFEE,15,2919000,0.74,0.74
2022,COLORADO,8.0,CLEAR CREEK,19,21000,1.41,1.44
2022,COLORADO,8.0,EAGLE,37,4218000,0.7,0.76
2022,COLORADO,8.0,GILPIN,47,6000,0.39,0.41
2022,COLORADO,8.0,GRAND,49,1381000,1.53,1.56
2022,COLORADO,8.0,GUNNISON,51,4408000,0.95,1.01
2022,COLORADO,8.0,JACKSON,57,8254000,1.21,1.22
2022,COLORADO,8.0,LAKE,65,164000,0.83,0.86
2022,COLORADO,8.0,MOFFAT,81,4301000,1.08,1.13
2022,COLORADO,8.0,PARK,93,1800000,1.56,1.56
2022,COLORADO,8.0,RIO BLANCO,103,4889000,1.42,1.43
2022,COLORADO,8.0,ROUTT,107,10249000,1.52,1.55
2022,COLORADO,8.0,SUMMIT,117,490000,1.39,1.42
2022,COLORADO,8.0,TELLER,119,86000,0.87,0.92
2022,COLORADO,8.0,ALAMOSA,3,104260000,0.63,0.62
2022,COLORADO,8.0,CONEJOS,21,29700000,0.76,0.82
2022,COLORADO,8.0,COSTILLA,23,26363000,1.0,0.97
2022,COLORADO,8.0,MINERAL,79,302000,1.48,1.45
2022,COLORADO,8.0,RIO GRANDE,105,141102000,0.6,0.65
2022,COLORADO,8.0,SAGUACHE,109,140333000,0.62,0.59
2022,COLORADO,8.0,BACA,9,75907000,1.4,1.35
2022,COLORADO,8.0,BENT,11,18262000,0.77,0.76
2022,COLORADO,8.0,CUSTER,27,3450000,0.68,0.67
2022,COLORADO,8.0,FREMONT,43,4347000,1.26,1.23
2022,COLORADO,8.0,LAS ANIMAS,71,3962000,1.3,1.33
2022,COLORADO,8.0,OTERO,89,44995000,1.46,1.49
2022,COLORADO,8.0,PROWERS,99,81766000,0.69,0.76
2022,COLORADO,8.0,PUEBLO,101,26590000,0.85,0.88
2022,COLORADO,8.0,ARCHULETA,7,3413000,0.94,0.98
2022,COLORADO,8.0,DELTA,29,37099000,0.76,0.76
2022,COLORADO,8.0,DOLORES,33,4919000,1.36,1.36
2022,COLORADO,8.0,GARFIELD,45,6963000,0.63,0.57
2022,COLORADO,8.0,HINSDALE,53,21000,0.82,0.83
2022,COLORADO,8.0,LA PLATA,67,16440000,0.75,0.72
2022,COLORADO,8.0,MESA,77,53900000,1.37,1.35
2022,COLORADO,8.0,MONTEZUMA,83,27072000,1.51,1.54
2022,COLORADO,8.0,MONTROSE,85,29443000,0.7,0.68
2022,COLORADO,8.0,OURAY,91,577000,0.62,0.64
2022,COLORADO,8.0,SAN MIGUEL,113,733000,1.04,1.07
2022,CONNECTICUT,9.0,FAIRFIELD,1,21258000,0.75,0.79
2022,CONNECTICUT,9.0,HARTFORD,3,91161000,0.63,0.62
2022,CONNECTICUT,9.0,LITCHFIELD,5,29836000,0.56,0.55
2022,CONNECTICUT,9.0,MIDDLESEX,7,52808000,0.94,0.98
2022,CONNECTICUT,9.0,NEW HAVEN,9,126265000,1.4,1.35
2022,CONNECTICUT,9.0,NEW LONDON,11,110318000,0.77,0.76
2022,CONNECTICUT,9.0,TOLLAND,13,50002000,0.6,0.64
2022,CONNECTICUT,9.0,WINDHAM,15,27633000,0.74,0.74
2022,DELAWARE,10.0,KENT,1,173669000,0.75,0.79
2022,DELAWARE,10.0,NEW CASTLE,3,53790000,0.63,0.62
2022,DELAWARE,10.0,SUSSEX,5,243241000,0.56,0.55
2022,FLORIDA,12.0,ALACHUA,1,122338000,0.75,0.79
2022,FLORIDA,12.0,BRADFORD,7,9334000,0.94,0.98
2022,FLORIDA,12.0,CITRUS,17,14934000,0.82,0.87
2022,FLORIDA,12.0,CLAY,19,2158000,1.41,1.44
2022,FLORIDA,12.0,FLAGLER,35,56578000,0.77,0.83
2022,FLORIDA,12.0,GILCHRIST,41,67989000,0.6,0.61
2022,FLORIDA,12.0,HERNANDO,53,29047000,0.82,0.83
2022,FLORIDA,12.0,HILLSBOROUGH,57,661031000,1.21,1.22
2022,FLORIDA,12.0,LAKE,69,252681000,1.14,1.07
2022,FLORIDA,12.0,LEVY,75,68644000,1.18,1.22
2022,FLORIDA,12.0,MARION,83,61320000,1.51,1.54
2022,FLORIDA,12.0,ORANGE,95,377377000,1.32,1.31
2022,FLORIDA,12.0,OSCEOLA,97,38635000,0.88,0.85
2022,FLORIDA,12.0,PASCO,101,69313000,0.85,0.88
2022,FLORIDA,12.0,PINELLAS,103,6831000,1.42,1.43
2022,FLORIDA,12.0,POLK,105,238431000,0.6,0.65
2022,FLORIDA,12.0,PUTNAM,107,62235000,1.52,1.55
2022,FLORIDA,12.0,SEMINOLE,117,10377000,1.39,1.42
2022,FLORIDA,12.0,ST. JOHNS,109,55911000,0.62,0.59
2022,FLORIDA,12.0,SUMTER,119,48531000,0.87,0.92
2022,FLORIDA,12.0,UNION,125,5316000,1.19,1.2
2022,FLORIDA,12.0,VOLUSIA,127,243898000,1.28,1.26
2022,FLORIDA,12.0,BAKER,3,18595000,0.63,0.62
2022,FLORIDA,12.0,COLUMBIA,23,35176000,1.0,0.97
2022,FLORIDA,12.0,DIXIE,29,9398000,0.76,0.76
2022,FLORIDA,12.0,DUVAL,31,5520000,0.48,0.43
2022,FLORIDA,12.0,HAMILTON,47,26140000,0.39,0.41
2022,FLORIDA,12.0,LAFAYETTE,67,53545000,0.75,0.72
2022,FLORIDA,12.0,MADISON,79,89535000,1.48,1.45
2022,FLORIDA,12.0,NASSAU,89,3092000,1.46,1.49
2022,FLORIDA,12.0,SUWANNEE,121,79359000,0.84,0.84
2022,FLORIDA,12.0,TAYLOR,123,1766000,0.69,0.75
2022,FLORIDA,12.0,BAY,5,2954000,0.56,0.55
2022,FLORIDA,12.0,CALHOUN,13,23242000,0.6,0.64
2022,FLORIDA,12.0,ESCAMBIA,33,38872000,1.36,1.36
2022,FLORIDA,12.0,FRANKLIN,37,45000,0.7,0.76
2022,FLORIDA,12.0,GADSDEN,39,40508000,0.59,0.59
2022,FLORIDA,12.0,GULF,45,493000,0.63,0.57
2022,FLORIDA,12.0,HOLMES,59,17327000,1.46,1.47
2022,FLORIDA,12.0,JACKSON,63,81211000,1.35,1.37
2022,FLORIDA,12.0,JEFFERSON,65,79633000,0.83,0.86
2022,FLORIDA,12.0,LEON,73,11905000,1.34,1.34
2022,FLORIDA,12.0,LIBERTY,77,177000,1.37,1.35
2022,FLORIDA,12.0,OKALOOSA,91,4791000,0.62,0.64
2022,FLORIDA,12.0,SANTA ROSA,113,60195000,1.04,1.07
2022,FLORIDA,12.0,WAKULLA,129,7609000,1.0,0.96
2022,FLORIDA,12.0,WALTON,131,11981000,0.51,0.54
2022,FLORIDA,12.0,WASHINGTON,133,4800000,1.5,1.47
2022,FLORIDA,12.0,BREVARD,9,68213000,1.4,1.35
2022,FLORIDA,12.0,BROWARD,11,58910000,0.77,0.76
2022,FLORIDA,12.0,CHARLOTTE,15,59168000,0.74,0.74
2022,FLORIDA,12.0,COLLIER,21,381075000,0.76,0.82
2022,FLORIDA,12.0,DE SOTO,27,180429000,0.68,0.67
2022,FLORIDA,12.0,GLADES,43,84564000,1.26,1.23
2022,FLORIDA,12.0,HARDEE,49,166074000,1.53,1.56
2022,FLORIDA,12.0,HENDRY,51,602629000,0.95,1.01
2022,FLORIDA,12.0,HIGHLANDS,55,185063000,1.2,1.19
2022,FLORIDA,12.0,INDIAN RIVER,61,91083000,0.74,0.68
2022,FLORIDA,12.0,LEE,71,115680000,1.3,1.33
2022,FLORIDA,12.0,MANATEE,81,278621000,1.08,1.13
2022,FLORIDA,12.0,MARTIN,85,109866000,0.7,0.68
2022,FLORIDA,12.0,MIAMI-DADE,86,1106142000,-0.41,-0.51
2022,FLORIDA,12.0,MONROE,87,144000,1.08,1.09
2022,FLORIDA,12.0,OKEECHOBEE,93,47163000,1.56,1.56
2022,FLORIDA,12.0,PALM BEACH,99,1214278000,0.69,0.76
2022,FLORIDA,12.0,SARASOTA,115,40506000,1.37,1.33
2022,FLORIDA,12.0,ST. LUCIE,111,98925000,0.6,0.62
2022,GEORGIA,13.0,BALDWIN,9,1153000,1.4,1.35
2022,GEORGIA,13.0,BIBB,21,277000,0.76,0.82
2022,GEORGIA,13.0,BLECKLEY,23,13449000,1.0,0.97
2022,GEORGIA,13.0,BUTTS,35,2718000,0.77,0.83
2022,GEORGIA,13.0,CRAWFORD,79,8164000,1.48,1.45
2022,GEORGIA,13.0,DODGE,91,16926000,0.62,0.64
2022,GEORGIA,13.0,GREENE,133,8565000,1.5,1.47
2022,GEORGIA,13.0,HANCOCK,141,1417000,0.02,0.02
2022,GEORGIA,13.0,HOUSTON,153,17140000,0.69,0.62
2022,GEORGIA,13.0,JASPER,159,2049000,0.45,0.35
2022,GEORGIA,13.0,JOHNSON,167,15949000,1.03,0.9
2022,GEORGIA,13.0,JONES,169,995000,0.52,0.45
2022,GEORGIA,13.0,LAURENS,175,26208000,1.4,1.3
2022,GEORGIA,13.0,MONTGOMERY,209,22405000,1.77,1.72
2022,GEORGIA,13.0,MORGAN,211,7179000,0.39,0.27
2022,GEORGIA,13.0,NEWTON,217,2266000,0.43,0.34
2022,GEORGIA,13.0,PEACH,225,75551000,0.54,0.46
2022,GEORGIA,13.0,PULASKI,235,28261000,0.96,0.9
2022,GEORGIA,13.0,PUTNAM,237,2914000,0.62,0.48
2022,GEORGIA,13.0,ROCKDALE,247,326000,0.42,0.37
2022,GEORGIA,13.0,TALIAFERRO,265,110000,0.25,0.14
2022,GEORGIA,13.0,TREUTLEN,283,13390000,1.71,1.62
2022,GEORGIA,13.0,TWIGGS,289,15782000,0.74,0.67
2022,GEORGIA,13.0,WASHINGTON,303,17542000,0.69,0.58
2022,GEORGIA,13.0,WHEELER,309,19567000,1.61,1.55
2022,GEORGIA,13.0,WILKINSON,319,899000,0.71,0.63
2022,GEORGIA,13.0,BULLOCH,31,97062000,0.48,0.43
2022,GEORGIA,13.0,BURKE,33,81307000,1.36,1.36
2022,GEORGIA,13.0,CANDLER,43,26927000,1.26,1.23
2022,GEORGIA,13.0,COLUMBIA,73,5182000,1.34,1.34
2022,GEORGIA,13.0,EFFINGHAM,103,16395000,1.42,1.43
2022,GEORGIA,13.0,EMANUEL,107,27036000,1.52,1.55
2022,GEORGIA,13.0,GLASCOCK,125,2465000,1.19,1.2
2022,GEORGIA,13.0,JEFFERSON,163,65736000,0.58,0.47
2022,GEORGIA,13.0,JENKINS,165,20877000,0.44,0.37
2022,GEORGIA,13.0,RICHMOND,245,3233000,0.25,0.2
2022,GEORGIA,13.0,SCREVEN,251,71760000,0.65,0.58
2022,GEORGIA,13.0,WARREN,301,3016000,0.5,0.39
2022,GEORGIA,13.0,BARROW,13,927000,0.6,0.64
2022,GEORGIA,13.0,CHEROKEE,57,5244000,1.21,1.22
2022,GEORGIA,13.0,DAWSON,85,596000,0.7,0.68
2022,GEORGIA,13.0,DE KALB,89,479000,1.46,1.49
2022,GEORGIA,13.0,FANNIN,111,3909000,0.6,0.62
2022,GEORGIA,13.0,FORSYTH,117,7469000,1.39,1.42
2022,GEORGIA,13.0,FULTON,121,1072000,0.84,0.84
2022,GEORGIA,13.0,GILMER,123,6714000,0.69,0.75
2022,GEORGIA,13.0,GWINNETT,135,9597000,0.36,0.32
2022,GEORGIA,13.0,HALL,139,6631000,0.04,0.05
2022,GEORGIA,13.0,JACKSON,157,6374000,0.53,0.52
2022,GEORGIA,13.0,LUMPKIN,187,2888000,0.43,0.45
2022,GEORGIA,13.0,OCONEE,219,25116000,0.04,-0.02
2022,GEORGIA,13.0,PICKENS,227,1676000,0.74,0.77
2022,GEORGIA,13.0,TOWNS,281,307000,0.48,0.47
2022,GEORGIA,13.0,UNION,291,6753000,0.81,0.81
